maker-Nitab12-augustus-gene-1189.3	augustus-Nitab12-processed-gene-667.1
maker-Nitab10-augustus-gene-1053.13	maker-Nitab21-augustus-gene-858.5
maker-Nitab18-augustus-gene-1097.1	maker-Nitab09-augustus-gene-504.15
maker-Nitab21-augustus-gene-66.1	maker-Nitab14-augustus-gene-1084.5
maker-Nitab06-augustus-gene-1280.2	maker-Nitab17-augustus-gene-104.0
maker-Nitab03-augustus-gene-801.3	maker-Nitab17-augustus-gene-1183.2
augustus-Nitab07-processed-gene-228.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1188.3
maker-Nitab08-augustus-gene-547.1	maker-Nitab14-augustus-gene-1144.13
maker-Nitab03-augustus-gene-556.0	maker-Nitab17-pred_gff_Mikado_loci-gene-992.3
maker-Nitab10-augustus-gene-147.4	maker-Nitab02-augustus-gene-115.0
maker-Nitab21-augustus-gene-126.1	maker-Nitab14-augustus-gene-1030.6
augustus-Nitab01-processed-gene-36.16	augustus-Nitab14-processed-gene-102.3
maker-Nitab05-pred_gff_Mikado_loci-gene-1213.6	augustus-Nitab22-processed-gene-286.0
maker-Nitab20-augustus-gene-1371.13	maker-Nitab21-augustus-gene-613.6
maker-Nitab08-pred_gff_Mikado_loci-gene-9.2	maker-Nitab22-pred_gff_Mikado_loci-gene-351.0
maker-Nitab11-augustus-gene-1385.0	maker-Nitab13-augustus-gene-107.6
maker-Nitab10-augustus-gene-75.6	maker-Nitab02-pred_gff_Mikado_loci-gene-55.6
maker-Nitab03-pred_gff_Mikado_loci-gene-859.7	maker-Nitab17-pred_gff_Mikado_loci-gene-1160.18
augustus-Nitab16-processed-gene-346.1	augustus-Nitab12-processed-gene-190.2
augustus-Nitab08-processed-gene-512.2	maker-Nitab04-pred_gff_Mikado_loci-gene-830.7
maker-Nitab21-augustus-gene-12.5	maker-Nitab14-augustus-gene-1143.2
maker-Nitab11-augustus-gene-945.1	maker-Nitab24-augustus-gene-232.3
maker-Nitab03-augustus-gene-1076.9	maker-Nitab17-augustus-gene-1601.13
augustus-Nitab20-processed-gene-1305.13	maker-Nitab15-augustus-gene-123.4
augustus-Nitab06-processed-gene-1825.0	maker-Nitab04-augustus-gene-175.0
maker-Nitab07-pred_gff_Mikado_loci-gene-382.45	maker-Nitab19-pred_gff_Mikado_loci-gene-1222.2
maker-Nitab05-augustus-gene-130.2	maker-Nitab24-augustus-gene-356.0
maker-Nitab03-augustus-gene-1570.11	maker-Nitab12-pred_gff_Mikado_loci-gene-1158.1
augustus-Nitab16-processed-gene-1091.0	maker-Nitab24-augustus-gene-149.5
maker-Nitab22-augustus-gene-2109.18	maker-Nitab24-augustus-gene-115.10
maker-Nitab11-pred_gff_Mikado_loci-gene-434.2	maker-Nitab13-augustus-gene-135.0
maker-Nitab18-augustus-gene-752.2	maker-Nitab09-augustus-gene-723.2
maker-Nitab08-augustus-gene-27.19	maker-Nitab22-pred_gff_Mikado_loci-gene-384.2
maker-Nitab06-pred_gff_Mikado_loci-gene-1424.0	maker-Nitab22-augustus-gene-789.8
maker-Nitab10-augustus-gene-1306.0	maker-Nitab02-augustus-gene-1120.12
maker-Nitab06-pred_gff_Mikado_loci-gene-1686.0	maker-Nitab15-augustus-gene-169.4
maker-Nitab11-augustus-gene-699.2	maker-Nitab13-pred_gff_Mikado_loci-gene-952.9
maker-Nitab20-augustus-gene-943.2	augustus-Nitab15-processed-gene-320.2
maker-Nitab06-augustus-gene-966.4	maker-Nitab04-pred_gff_Mikado_loci-gene-720.13
maker-Nitab05-augustus-gene-1583.7	augustus-Nitab15-processed-gene-1218.18
augustus-Nitab06-processed-gene-468.2	maker-Nitab04-pred_gff_Mikado_loci-gene-850.0
maker-Nitab06-pred_gff_Mikado_loci-gene-891.3	maker-Nitab13-pred_gff_Mikado_loci-gene-114.0
maker-Nitab10-pred_gff_Mikado_loci-gene-987.10	maker-Nitab02-augustus-gene-842.4
maker-Nitab05-pred_gff_Mikado_loci-gene-941.10	maker-Nitab19-augustus-gene-239.7
maker-Nitab06-pred_gff_Mikado_loci-gene-1257.5	maker-Nitab04-pred_gff_Mikado_loci-gene-474.27
maker-Nitab20-pred_gff_Mikado_loci-gene-1474.8	maker-Nitab09-pred_gff_Mikado_loci-gene-1128.9
maker-Nitab11-pred_gff_Mikado_loci-gene-1394.8	maker-Nitab15-pred_gff_Mikado_loci-gene-30.13
maker-Nitab03-pred_gff_Mikado_loci-gene-866.17	augustus-Nitab17-processed-gene-1164.22
maker-Nitab07-augustus-gene-847.2	maker-Nitab14-augustus-gene-496.2
maker-Nitab11-pred_gff_Mikado_loci-gene-609.4	augustus-Nitab23-processed-gene-1385.0
maker-Nitab10-augustus-gene-190.16	maker-Nitab02-augustus-gene-1080.1
maker-Nitab06-pred_gff_Mikado_loci-gene-1631.5	maker-Nitab21-augustus-gene-943.12
maker-Nitab21-augustus-gene-16.5	maker-Nitab03-pred_gff_Mikado_loci-gene-1730.1
maker-Nitab11-augustus-gene-416.3	maker-Nitab13-augustus-gene-1067.0
maker-Nitab03-pred_gff_Mikado_loci-gene-782.25	maker-Nitab14-augustus-gene-935.1
maker-Nitab08-pred_gff_Mikado_loci-gene-846.10	maker-Nitab22-augustus-gene-643.12
maker-Nitab08-pred_gff_Mikado_loci-gene-1390.2	maker-Nitab21-pred_gff_Mikado_loci-gene-647.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1456.31	augustus-Nitab04-processed-gene-367.0
maker-Nitab07-augustus-gene-318.9	maker-Nitab19-augustus-gene-1129.5
maker-Nitab05-pred_gff_Mikado_loci-gene-1573.5	maker-Nitab23-pred_gff_Mikado_loci-gene-250.6
maker-Nitab02-augustus-gene-955.16	maker-Nitab02-augustus-gene-895.14
maker-Nitab07-pred_gff_Mikado_loci-gene-383.1	maker-Nitab15-augustus-gene-643.4
maker-Nitab08-pred_gff_Mikado_loci-gene-1176.1	maker-Nitab21-augustus-gene-361.14
maker-Nitab06-pred_gff_Mikado_loci-gene-1555.2	maker-Nitab22-augustus-gene-738.0
maker-Nitab09-pred_gff_Mikado_loci-gene-83.0	maker-Nitab21-pred_gff_Mikado_loci-gene-1049.3
maker-Nitab06-pred_gff_Mikado_loci-gene-433.26	maker-Nitab24-pred_gff_Mikado_loci-gene-387.48
augustus-Nitab05-processed-gene-1070.0	maker-Nitab24-pred_gff_Mikado_loci-gene-224.0
maker-Nitab22-augustus-gene-1891.4	maker-Nitab17-augustus-gene-949.18
maker-Nitab10-pred_gff_Mikado_loci-gene-1156.2	augustus-Nitab12-processed-gene-66.4
maker-Nitab07-pred_gff_Mikado_loci-gene-240.16	maker-Nitab23-augustus-gene-1193.8
maker-Nitab16-pred_gff_Mikado_loci-gene-717.0	maker-Nitab12-augustus-gene-393.12
maker-Nitab01-pred_gff_Mikado_loci-gene-1873.2	maker-Nitab02-augustus-gene-822.11
maker-Nitab20-augustus-gene-1169.0	maker-Nitab04-pred_gff_Mikado_loci-gene-754.0
maker-Nitab20-augustus-gene-311.22	maker-Nitab24-pred_gff_Mikado_loci-gene-485.10
maker-Nitab20-augustus-gene-93.6	maker-Nitab24-augustus-gene-995.3
maker-Nitab20-pred_gff_Mikado_loci-gene-1191.0	maker-Nitab15-augustus-gene-202.16
maker-Nitab07-pred_gff_Mikado_loci-gene-430.26	augustus-Nitab19-processed-gene-1240.8
augustus-Nitab20-processed-gene-1229.1	maker-Nitab15-augustus-gene-170.9
maker-Nitab11-augustus-gene-1102.5	maker-Nitab13-pred_gff_Mikado_loci-gene-306.20
maker-Nitab10-pred_gff_Mikado_loci-gene-1070.6	maker-Nitab02-pred_gff_Mikado_loci-gene-949.30
maker-Nitab06-augustus-gene-398.1	maker-Nitab04-augustus-gene-1027.6
maker-Nitab04-augustus-gene-539.4	augustus-Nitab21-processed-gene-392.6
maker-Nitab01-augustus-gene-1394.10	maker-Nitab23-pred_gff_Mikado_loci-gene-820.9
maker-Nitab06-augustus-gene-1740.1	maker-Nitab13-augustus-gene-510.2
maker-Nitab08-augustus-gene-406.2	maker-Nitab22-augustus-gene-318.10
maker-Nitab06-pred_gff_Mikado_loci-gene-1661.6	maker-Nitab04-pred_gff_Mikado_loci-gene-61.16
maker-Nitab07-augustus-gene-343.5	maker-Nitab14-augustus-gene-124.8
maker-Nitab18-augustus-gene-238.6	maker-Nitab17-augustus-gene-820.1
maker-Nitab05-pred_gff_Mikado_loci-gene-248.7	maker-Nitab02-augustus-gene-117.15
maker-Nitab03-augustus-gene-1097.8	maker-Nitab17-augustus-gene-642.0
maker-Nitab18-augustus-gene-364.5	maker-Nitab22-augustus-gene-589.2
maker-Nitab20-augustus-gene-845.0	maker-Nitab12-pred_gff_Mikado_loci-gene-1135.13
maker-Nitab20-augustus-gene-415.0	maker-Nitab17-augustus-gene-795.5
maker-Nitab07-pred_gff_Mikado_loci-gene-337.2	maker-Nitab19-pred_gff_Mikado_loci-gene-1151.5
augustus-Nitab11-processed-gene-1389.1	augustus-Nitab13-processed-gene-98.5
maker-Nitab06-pred_gff_Mikado_loci-gene-1658.42	maker-Nitab04-augustus-gene-57.2
maker-Nitab06-augustus-gene-267.8	maker-Nitab04-pred_gff_Mikado_loci-gene-926.4
maker-Nitab16-pred_gff_Mikado_loci-gene-1205.15	maker-Nitab12-augustus-gene-930.22
maker-Nitab06-pred_gff_Mikado_loci-gene-1719.5	maker-Nitab22-pred_gff_Mikado_loci-gene-186.4
maker-Nitab03-augustus-gene-1576.8	maker-Nitab17-augustus-gene-436.13
maker-Nitab08-pred_gff_Mikado_loci-gene-1557.0	maker-Nitab21-pred_gff_Mikado_loci-gene-869.19
maker-Nitab03-pred_gff_Mikado_loci-gene-1607.2	maker-Nitab17-pred_gff_Mikado_loci-gene-428.17
maker-Nitab08-augustus-gene-144.8	maker-Nitab22-augustus-gene-110.10
maker-Nitab07-pred_gff_Mikado_loci-gene-456.1	maker-Nitab19-augustus-gene-1266.17
maker-Nitab18-augustus-gene-152.48	maker-Nitab09-augustus-gene-1077.26
maker-Nitab06-pred_gff_Mikado_loci-gene-1918.17	augustus-Nitab15-processed-gene-108.16
maker-Nitab20-augustus-gene-956.2	maker-Nitab23-augustus-gene-5.8
maker-Nitab21-augustus-gene-115.4	maker-Nitab14-augustus-gene-1038.4
maker-Nitab07-pred_gff_Mikado_loci-gene-350.16	maker-Nitab19-pred_gff_Mikado_loci-gene-1152.0
maker-Nitab09-pred_gff_Mikado_loci-gene-953.10	maker-Nitab09-pred_gff_Mikado_loci-gene-958.18
maker-Nitab16-augustus-gene-580.14	maker-Nitab02-pred_gff_Mikado_loci-gene-333.3
maker-Nitab20-pred_gff_Mikado_loci-gene-1293.2	maker-Nitab15-pred_gff_Mikado_loci-gene-131.16
maker-Nitab11-pred_gff_Mikado_loci-gene-319.13	maker-Nitab13-pred_gff_Mikado_loci-gene-138.0
maker-Nitab08-augustus-gene-23.18	augustus-Nitab04-processed-gene-38.2
augustus-Nitab07-processed-gene-1301.2	maker-Nitab07-augustus-gene-1438.11
maker-Nitab20-augustus-gene-489.3	maker-Nitab20-pred_gff_Mikado_loci-gene-501.25
maker-Nitab01-augustus-gene-1519.0	maker-Nitab23-augustus-gene-965.0
maker-Nitab03-pred_gff_Mikado_loci-gene-254.8	augustus-Nitab17-processed-gene-640.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1919.3	maker-Nitab02-pred_gff_Mikado_loci-gene-949.33
maker-Nitab07-pred_gff_Mikado_loci-gene-770.3	maker-Nitab19-pred_gff_Mikado_loci-gene-1500.4
maker-Nitab11-pred_gff_Mikado_loci-gene-591.2	maker-Nitab13-augustus-gene-1012.0
maker-Nitab08-pred_gff_Mikado_loci-gene-916.13	maker-Nitab22-augustus-gene-662.6
maker-Nitab05-pred_gff_Mikado_loci-gene-179.10	maker-Nitab24-pred_gff_Mikado_loci-gene-314.0
maker-Nitab10-pred_gff_Mikado_loci-gene-90.8	augustus-Nitab24-processed-gene-182.2
maker-Nitab06-pred_gff_Mikado_loci-gene-1296.0	maker-Nitab04-augustus-gene-463.3
maker-Nitab06-augustus-gene-1684.35	augustus-Nitab04-processed-gene-81.12
maker-Nitab05-pred_gff_Mikado_loci-gene-290.2	maker-Nitab24-pred_gff_Mikado_loci-gene-310.7
maker-Nitab22-augustus-gene-2095.11	maker-Nitab19-augustus-gene-43.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1445.5	maker-Nitab04-augustus-gene-384.32
maker-Nitab16-pred_gff_Mikado_loci-gene-801.0	maker-Nitab12-augustus-gene-751.0
maker-Nitab07-augustus-gene-355.13	maker-Nitab19-augustus-gene-1163.30
maker-Nitab03-pred_gff_Mikado_loci-gene-1310.69	maker-Nitab03-augustus-gene-1361.2
maker-Nitab10-pred_gff_Mikado_loci-gene-322.3	maker-Nitab02-augustus-gene-251.4
maker-Nitab07-augustus-gene-1060.0	maker-Nitab14-augustus-gene-388.18
maker-Nitab06-pred_gff_Mikado_loci-gene-759.8	maker-Nitab13-pred_gff_Mikado_loci-gene-96.0
maker-Nitab07-augustus-gene-1060.1	maker-Nitab14-augustus-gene-388.17
maker-Nitab05-pred_gff_Mikado_loci-gene-1502.19	maker-Nitab15-augustus-gene-1153.13
augustus-Nitab05-processed-gene-814.0	maker-Nitab24-augustus-gene-34.1
maker-Nitab18-augustus-gene-23.0	maker-Nitab09-augustus-gene-1137.28
maker-Nitab03-augustus-gene-1566.6	maker-Nitab14-pred_gff_Mikado_loci-gene-673.11
maker-Nitab06-pred_gff_Mikado_loci-gene-611.0	maker-Nitab04-augustus-gene-820.3
maker-Nitab11-augustus-gene-54.11	augustus-Nitab13-processed-gene-150.3
maker-Nitab21-pred_gff_Mikado_loci-gene-20.19	maker-Nitab14-augustus-gene-1131.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1032.0	maker-Nitab04-pred_gff_Mikado_loci-gene-681.6
augustus-Nitab22-processed-gene-1387.1	augustus-Nitab19-processed-gene-553.9
maker-Nitab03-pred_gff_Mikado_loci-gene-579.2	augustus-Nitab13-processed-gene-1256.0
maker-Nitab05-augustus-gene-49.7	maker-Nitab24-augustus-gene-524.22
augustus-Nitab16-processed-gene-54.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1351.5
maker-Nitab07-pred_gff_Mikado_loci-gene-1306.0	maker-Nitab14-augustus-gene-240.14
maker-Nitab07-pred_gff_Mikado_loci-gene-178.0	augustus-Nitab19-processed-gene-1043.6
maker-Nitab12-pred_gff_Mikado_loci-gene-1237.4	maker-Nitab13-pred_gff_Mikado_loci-gene-667.5
augustus-Nitab08-processed-gene-601.3	maker-Nitab22-augustus-gene-555.2
maker-Nitab20-pred_gff_Mikado_loci-gene-586.0	maker-Nitab24-pred_gff_Mikado_loci-gene-588.6
maker-Nitab06-augustus-gene-1239.31	augustus-Nitab04-processed-gene-562.3
maker-Nitab09-augustus-gene-42.1	maker-Nitab12-pred_gff_Mikado_loci-gene-911.0
maker-Nitab20-augustus-gene-38.17	maker-Nitab24-augustus-gene-1053.15
maker-Nitab08-pred_gff_Mikado_loci-gene-1126.3	maker-Nitab21-pred_gff_Mikado_loci-gene-338.2
maker-Nitab03-augustus-gene-1271.7	maker-Nitab17-augustus-gene-1499.1
maker-Nitab20-augustus-gene-814.0	maker-Nitab15-augustus-gene-354.5
maker-Nitab23-pred_gff_Mikado_loci-gene-272.3	maker-Nitab23-pred_gff_Mikado_loci-gene-161.17
maker-Nitab03-pred_gff_Mikado_loci-gene-1691.21	maker-Nitab03-augustus-gene-1657.18
maker-Nitab21-augustus-gene-174.21	maker-Nitab17-pred_gff_Mikado_loci-gene-1646.15
maker-Nitab03-pred_gff_Mikado_loci-gene-290.0	augustus-Nitab17-processed-gene-576.3
maker-Nitab07-augustus-gene-1208.4	maker-Nitab12-augustus-gene-922.2
maker-Nitab11-pred_gff_Mikado_loci-gene-1238.0	maker-Nitab04-pred_gff_Mikado_loci-gene-855.3
maker-Nitab20-augustus-gene-762.2	maker-Nitab15-augustus-gene-384.1
maker-Nitab08-augustus-gene-247.9	maker-Nitab22-augustus-gene-19.34
maker-Nitab03-augustus-gene-824.3	maker-Nitab17-augustus-gene-1146.4
augustus-Nitab18-processed-gene-512.5	maker-Nitab09-augustus-gene-818.1
maker-Nitab21-augustus-gene-171.2	maker-Nitab14-augustus-gene-988.10
maker-Nitab22-augustus-gene-960.7	maker-Nitab06-augustus-gene-1600.11
maker-Nitab05-pred_gff_Mikado_loci-gene-489.12	augustus-Nitab15-processed-gene-559.3
maker-Nitab10-augustus-gene-1414.8	augustus-Nitab02-processed-gene-1209.10
augustus-Nitab03-processed-gene-1532.5	maker-Nitab14-augustus-gene-968.1
maker-Nitab06-augustus-gene-1810.5	augustus-Nitab17-processed-gene-92.29
augustus-Nitab16-processed-gene-1224.7	maker-Nitab12-augustus-gene-888.2
augustus-Nitab16-processed-gene-6.9	maker-Nitab23-augustus-gene-1474.11
maker-Nitab18-augustus-gene-566.10	maker-Nitab09-pred_gff_Mikado_loci-gene-776.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1697.0	maker-Nitab04-pred_gff_Mikado_loci-gene-90.19
maker-Nitab07-augustus-gene-1410.6	maker-Nitab14-augustus-gene-1126.4
maker-Nitab16-augustus-gene-102.11	maker-Nitab23-augustus-gene-1411.6
maker-Nitab17-augustus-gene-366.4	maker-Nitab17-augustus-gene-591.0
maker-Nitab08-pred_gff_Mikado_loci-gene-512.27	maker-Nitab22-augustus-gene-460.1
maker-Nitab20-augustus-gene-37.6	maker-Nitab24-augustus-gene-1054.0
maker-Nitab01-augustus-gene-1703.7	maker-Nitab23-augustus-gene-1243.3
maker-Nitab23-pred_gff_Mikado_loci-gene-266.13	maker-Nitab22-augustus-gene-321.2
maker-Nitab11-augustus-gene-831.2	augustus-Nitab01-processed-gene-575.2
maker-Nitab10-pred_gff_Mikado_loci-gene-1354.24	augustus-Nitab13-processed-gene-801.7
augustus-Nitab01-processed-gene-65.1	maker-Nitab15-pred_gff_Mikado_loci-gene-216.7
maker-Nitab03-augustus-gene-363.7	maker-Nitab17-augustus-gene-1676.12
maker-Nitab21-augustus-gene-47.2	maker-Nitab17-augustus-gene-1489.0
maker-Nitab06-pred_gff_Mikado_loci-gene-955.16	maker-Nitab04-augustus-gene-725.6
maker-Nitab11-pred_gff_Mikado_loci-gene-31.19	maker-Nitab13-pred_gff_Mikado_loci-gene-1373.26
maker-Nitab05-pred_gff_Mikado_loci-gene-710.2	maker-Nitab05-pred_gff_Mikado_loci-gene-1182.4
maker-Nitab18-augustus-gene-829.1	maker-Nitab09-pred_gff_Mikado_loci-gene-630.5
maker-Nitab06-augustus-gene-735.7	maker-Nitab04-pred_gff_Mikado_loci-gene-882.4
maker-Nitab03-pred_gff_Mikado_loci-gene-1463.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1418.25
maker-Nitab22-pred_gff_Mikado_loci-gene-1725.19	maker-Nitab19-pred_gff_Mikado_loci-gene-367.9
maker-Nitab03-pred_gff_Mikado_loci-gene-1565.45	maker-Nitab17-pred_gff_Mikado_loci-gene-1285.1
maker-Nitab10-pred_gff_Mikado_loci-gene-998.4	maker-Nitab02-augustus-gene-847.39
maker-Nitab10-pred_gff_Mikado_loci-gene-26.20	maker-Nitab02-augustus-gene-8.3
maker-Nitab03-augustus-gene-973.6	maker-Nitab17-augustus-gene-1669.6
maker-Nitab07-augustus-gene-117.5	maker-Nitab19-augustus-gene-948.2
maker-Nitab21-augustus-gene-87.0	maker-Nitab14-augustus-gene-1062.5
maker-Nitab11-pred_gff_Mikado_loci-gene-1245.5	maker-Nitab13-pred_gff_Mikado_loci-gene-212.6
maker-Nitab06-augustus-gene-1372.2	maker-Nitab04-augustus-gene-446.6
maker-Nitab07-pred_gff_Mikado_loci-gene-781.0	augustus-Nitab12-processed-gene-1105.0
augustus-Nitab05-processed-gene-1266.4	maker-Nitab15-augustus-gene-960.9
augustus-Nitab01-processed-gene-579.4	maker-Nitab23-augustus-gene-632.8
maker-Nitab18-pred_gff_Mikado_loci-gene-380.57	maker-Nitab09-augustus-gene-930.0
maker-Nitab17-pred_gff_Mikado_loci-gene-1225.7	maker-Nitab17-augustus-gene-1206.12
maker-Nitab16-pred_gff_Mikado_loci-gene-1113.16	maker-Nitab12-pred_gff_Mikado_loci-gene-940.29
maker-Nitab03-pred_gff_Mikado_loci-gene-1066.1	augustus-Nitab17-processed-gene-1608.3
maker-Nitab21-augustus-gene-163.0	maker-Nitab14-augustus-gene-991.16
maker-Nitab11-pred_gff_Mikado_loci-gene-156.18	maker-Nitab13-augustus-gene-1328.11
maker-Nitab05-augustus-gene-48.2	maker-Nitab24-pred_gff_Mikado_loci-gene-525.21
maker-Nitab20-augustus-gene-783.2	maker-Nitab15-augustus-gene-376.21
maker-Nitab16-augustus-gene-665.4	maker-Nitab12-pred_gff_Mikado_loci-gene-561.8
maker-Nitab08-pred_gff_Mikado_loci-gene-1354.14	maker-Nitab01-augustus-gene-1868.25
maker-Nitab06-augustus-gene-1809.2	maker-Nitab15-pred_gff_Mikado_loci-gene-131.15
maker-Nitab18-augustus-gene-1322.1	maker-Nitab15-augustus-gene-1210.5
maker-Nitab18-augustus-gene-115.1	maker-Nitab18-pred_gff_Mikado_loci-gene-69.16
maker-Nitab06-augustus-gene-1837.31	maker-Nitab04-pred_gff_Mikado_loci-gene-189.29
maker-Nitab07-augustus-gene-1123.0	maker-Nitab14-augustus-gene-359.8
maker-Nitab08-pred_gff_Mikado_loci-gene-599.14	augustus-Nitab05-processed-gene-763.0
maker-Nitab08-pred_gff_Mikado_loci-gene-233.2	maker-Nitab19-pred_gff_Mikado_loci-gene-586.11
maker-Nitab03-augustus-gene-1619.13	maker-Nitab24-augustus-gene-862.2
maker-Nitab18-pred_gff_Mikado_loci-gene-841.11	maker-Nitab09-augustus-gene-436.1
maker-Nitab20-augustus-gene-486.6	maker-Nitab24-pred_gff_Mikado_loci-gene-760.0
maker-Nitab10-augustus-gene-238.4	maker-Nitab02-augustus-gene-183.16
maker-Nitab08-pred_gff_Mikado_loci-gene-1039.16	maker-Nitab02-pred_gff_Mikado_loci-gene-1196.6
maker-Nitab22-augustus-gene-1935.2	maker-Nitab04-augustus-gene-320.10
maker-Nitab05-augustus-gene-506.14	maker-Nitab02-augustus-gene-740.3
maker-Nitab20-pred_gff_Mikado_loci-gene-552.5	maker-Nitab13-pred_gff_Mikado_loci-gene-758.4
maker-Nitab05-pred_gff_Mikado_loci-gene-784.41	maker-Nitab24-augustus-gene-25.8
maker-Nitab10-pred_gff_Mikado_loci-gene-1411.9	augustus-Nitab02-processed-gene-1209.9
maker-Nitab03-augustus-gene-929.19	maker-Nitab17-augustus-gene-1730.3
maker-Nitab06-augustus-gene-1916.21	maker-Nitab04-pred_gff_Mikado_loci-gene-266.9
maker-Nitab20-augustus-gene-622.2	maker-Nitab24-augustus-gene-561.9
augustus-Nitab07-processed-gene-80.23	maker-Nitab19-pred_gff_Mikado_loci-gene-805.8
maker-Nitab21-augustus-gene-141.0	maker-Nitab14-augustus-gene-1015.9
maker-Nitab16-augustus-gene-1425.15	maker-Nitab12-augustus-gene-1112.9
maker-Nitab09-augustus-gene-62.15	maker-Nitab18-pred_gff_Mikado_loci-gene-1438.5
maker-Nitab22-augustus-gene-973.0	maker-Nitab14-augustus-gene-645.7
maker-Nitab16-augustus-gene-731.2	maker-Nitab24-pred_gff_Mikado_loci-gene-441.16
maker-Nitab11-augustus-gene-734.4	maker-Nitab04-pred_gff_Mikado_loci-gene-587.19
maker-Nitab01-pred_gff_Mikado_loci-gene-10.24	maker-Nitab23-pred_gff_Mikado_loci-gene-33.7
maker-Nitab16-pred_gff_Mikado_loci-gene-1142.1	maker-Nitab15-pred_gff_Mikado_loci-gene-324.6
maker-Nitab03-pred_gff_Mikado_loci-gene-1257.26	maker-Nitab17-pred_gff_Mikado_loci-gene-1509.0
maker-Nitab20-pred_gff_Mikado_loci-gene-1131.1	maker-Nitab15-augustus-gene-242.0
maker-Nitab16-augustus-gene-1482.3	maker-Nitab12-augustus-gene-1142.7
augustus-Nitab05-processed-gene-373.1	augustus-Nitab02-processed-gene-40.11
maker-Nitab03-pred_gff_Mikado_loci-gene-1419.7	augustus-Nitab17-processed-gene-1439.3
maker-Nitab17-pred_gff_Mikado_loci-gene-6.3	maker-Nitab17-augustus-gene-209.2
maker-Nitab07-pred_gff_Mikado_loci-gene-216.24	maker-Nitab19-pred_gff_Mikado_loci-gene-996.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1462.0	maker-Nitab23-augustus-gene-811.5
augustus-Nitab16-processed-gene-425.0	maker-Nitab12-augustus-gene-453.1
maker-Nitab18-augustus-gene-1321.0	maker-Nitab23-pred_gff_Mikado_loci-gene-221.0
augustus-Nitab08-processed-gene-846.4	augustus-Nitab22-processed-gene-643.3
maker-Nitab06-pred_gff_Mikado_loci-gene-783.13	maker-Nitab13-pred_gff_Mikado_loci-gene-95.0
maker-Nitab06-augustus-gene-80.0	maker-Nitab11-augustus-gene-107.9
maker-Nitab10-augustus-gene-1301.2	maker-Nitab02-augustus-gene-1118.5
maker-Nitab20-pred_gff_Mikado_loci-gene-748.0	augustus-Nitab15-processed-gene-412.12
maker-Nitab10-pred_gff_Mikado_loci-gene-1428.9	maker-Nitab02-pred_gff_Mikado_loci-gene-1218.3
maker-Nitab21-pred_gff_Mikado_loci-gene-238.2	maker-Nitab14-augustus-gene-935.10
augustus-Nitab06-processed-gene-1916.47	maker-Nitab04-augustus-gene-266.44
maker-Nitab08-pred_gff_Mikado_loci-gene-1746.6	maker-Nitab19-augustus-gene-853.17
maker-Nitab18-pred_gff_Mikado_loci-gene-1227.0	augustus-Nitab19-processed-gene-847.3
maker-Nitab05-augustus-gene-1095.1	maker-Nitab15-augustus-gene-427.0
maker-Nitab07-pred_gff_Mikado_loci-gene-1464.6	maker-Nitab14-augustus-gene-128.1
maker-Nitab20-pred_gff_Mikado_loci-gene-184.0	maker-Nitab24-pred_gff_Mikado_loci-gene-899.2
maker-Nitab22-augustus-gene-1023.0	maker-Nitab13-augustus-gene-82.1
maker-Nitab07-augustus-gene-278.15	maker-Nitab19-augustus-gene-1096.2
maker-Nitab06-pred_gff_Mikado_loci-gene-1728.8	augustus-Nitab04-processed-gene-107.5
maker-Nitab03-pred_gff_Mikado_loci-gene-974.1	maker-Nitab17-augustus-gene-1669.3
maker-Nitab11-pred_gff_Mikado_loci-gene-1321.3	augustus-Nitab11-processed-gene-81.1
maker-Nitab11-augustus-gene-714.10	maker-Nitab08-augustus-gene-892.1
maker-Nitab01-pred_gff_Mikado_loci-gene-376.0	maker-Nitab17-augustus-gene-796.8
augustus-Nitab03-processed-gene-1566.16	augustus-Nitab17-processed-gene-1285.5
maker-Nitab08-pred_gff_Mikado_loci-gene-582.5	maker-Nitab22-augustus-gene-520.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1769.6	maker-Nitab04-augustus-gene-139.0
maker-Nitab16-augustus-gene-435.0	maker-Nitab12-pred_gff_Mikado_loci-gene-476.0
augustus-Nitab06-processed-gene-1021.2	augustus-Nitab04-processed-gene-686.4
maker-Nitab22-augustus-gene-2095.8	augustus-Nitab19-processed-gene-39.6
maker-Nitab08-pred_gff_Mikado_loci-gene-1166.2	maker-Nitab21-augustus-gene-358.5
maker-Nitab11-augustus-gene-446.1	maker-Nitab02-augustus-gene-981.14
maker-Nitab10-pred_gff_Mikado_loci-gene-812.3	maker-Nitab02-pred_gff_Mikado_loci-gene-751.0
augustus-Nitab20-processed-gene-153.0	maker-Nitab04-pred_gff_Mikado_loci-gene-469.0
maker-Nitab08-augustus-gene-862.6	maker-Nitab22-augustus-gene-646.6
maker-Nitab03-augustus-gene-1017.2	maker-Nitab17-augustus-gene-1647.14
